date,product,expiry,tenor,leg,value
2016-01-01 00:00:00,roll_carry,18M,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,18M,1Y,ROLL,10.2434
2016-01-01 00:00:00,roll_carry,18M,1Y,TOTAL_CARRY,10.2434
2016-01-01 00:00:00,roll_carry,18M,6M,CARRY,0.0
2016-01-01 00:00:00,roll_carry,18M,6M,ROLL,11.7247
2016-01-01 00:00:00,roll_carry,18M,6M,TOTAL_CARRY,11.7247
2016-01-01 00:00:00,roll_carry,18Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,18Y,1Y,ROLL,-0.143812
2016-01-01 00:00:00,roll_carry,18Y,1Y,TOTAL_CARRY,-0.143812
2016-01-01 00:00:00,roll_carry,19Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,19Y,1Y,ROLL,-0.423784
2016-01-01 00:00:00,roll_carry,19Y,1Y,TOTAL_CARRY,-0.423784
2016-01-01 00:00:00,roll_carry,1Y,10Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,1Y,10Y,ROLL,4.73525
2016-01-01 00:00:00,roll_carry,1Y,10Y,TOTAL_CARRY,4.73525
2016-01-01 00:00:00,roll_carry,1Y,15Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,1Y,15Y,ROLL,3.3391
2016-01-01 00:00:00,roll_carry,1Y,15Y,TOTAL_CARRY,3.3391
2016-01-01 00:00:00,roll_carry,1Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,1Y,1Y,ROLL,13.324
2016-01-01 00:00:00,roll_carry,1Y,1Y,TOTAL_CARRY,13.324
2016-01-01 00:00:00,roll_carry,1Y,20Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,1Y,20Y,ROLL,2.6243
2016-01-01 00:00:00,roll_carry,1Y,20Y,TOTAL_CARRY,2.6243
2016-01-01 00:00:00,roll_carry,1Y,2Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,1Y,2Y,ROLL,10.6911
2016-01-01 00:00:00,roll_carry,1Y,2Y,TOTAL_CARRY,10.6911
2016-01-01 00:00:00,roll_carry,1Y,3Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,1Y,3Y,ROLL,8.58472
2016-01-01 00:00:00,roll_carry,1Y,3Y,TOTAL_CARRY,8.58472
2016-01-01 00:00:00,roll_carry,1Y,4Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,1Y,4Y,ROLL,7.72201
2016-01-01 00:00:00,roll_carry,1Y,4Y,TOTAL_CARRY,7.72201
2016-01-01 00:00:00,roll_carry,1Y,5Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,1Y,5Y,ROLL,7.03244
2016-01-01 00:00:00,roll_carry,1Y,5Y,TOTAL_CARRY,7.03244
2016-01-01 00:00:00,roll_carry,1Y,7Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,1Y,7Y,ROLL,5.84411
2016-01-01 00:00:00,roll_carry,1Y,7Y,TOTAL_CARRY,5.84411
2016-01-01 00:00:00,roll_carry,20Y,10Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,20Y,10Y,ROLL,-0.260756
2016-01-01 00:00:00,roll_carry,20Y,10Y,TOTAL_CARRY,-0.260756
2016-01-01 00:00:00,roll_carry,20Y,15Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,20Y,15Y,ROLL,-0.303478
2016-01-01 00:00:00,roll_carry,20Y,15Y,TOTAL_CARRY,-0.303478
2016-01-01 00:00:00,roll_carry,20Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,20Y,1Y,ROLL,-0.614124
2016-01-01 00:00:00,roll_carry,20Y,1Y,TOTAL_CARRY,-0.614124
2016-01-01 00:00:00,roll_carry,20Y,20Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,20Y,20Y,ROLL,-0.397554
2016-01-01 00:00:00,roll_carry,20Y,20Y,TOTAL_CARRY,-0.397554
2016-01-01 00:00:00,roll_carry,20Y,5Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,20Y,5Y,ROLL,-0.532333
2016-01-01 00:00:00,roll_carry,20Y,5Y,TOTAL_CARRY,-0.532333
2016-01-01 00:00:00,roll_carry,25Y,10Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,25Y,10Y,ROLL,-0.162755
2016-01-01 00:00:00,roll_carry,25Y,10Y,TOTAL_CARRY,-0.162755
2016-01-01 00:00:00,roll_carry,25Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,25Y,1Y,ROLL,-0.097566
2016-01-01 00:00:00,roll_carry,25Y,1Y,TOTAL_CARRY,-0.097566
2016-01-01 00:00:00,roll_carry,25Y,5Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,25Y,5Y,ROLL,0.0484
2016-01-01 00:00:00,roll_carry,25Y,5Y,TOTAL_CARRY,0.0484
2016-01-01 00:00:00,roll_carry,2Y,10Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,2Y,10Y,ROLL,3.43057
2016-01-01 00:00:00,roll_carry,2Y,10Y,TOTAL_CARRY,3.43057
2016-01-01 00:00:00,roll_carry,2Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,2Y,1Y,ROLL,7.92501
2016-01-01 00:00:00,roll_carry,2Y,1Y,TOTAL_CARRY,7.92501
2016-01-01 00:00:00,roll_carry,2Y,2Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,2Y,2Y,ROLL,6.20301
2016-01-01 00:00:00,roll_carry,2Y,2Y,TOTAL_CARRY,6.20301
2016-01-01 00:00:00,roll_carry,2Y,3Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,2Y,3Y,ROLL,5.81202
2016-01-01 00:00:00,roll_carry,2Y,3Y,TOTAL_CARRY,5.81202
2016-01-01 00:00:00,roll_carry,2Y,4Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,2Y,4Y,ROLL,5.41198
2016-01-01 00:00:00,roll_carry,2Y,4Y,TOTAL_CARRY,5.41198
2016-01-01 00:00:00,roll_carry,2Y,5Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,2Y,5Y,ROLL,4.99998
2016-01-01 00:00:00,roll_carry,2Y,5Y,TOTAL_CARRY,4.99998
2016-01-01 00:00:00,roll_carry,2Y,7Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,2Y,7Y,ROLL,4.20781
2016-01-01 00:00:00,roll_carry,2Y,7Y,TOTAL_CARRY,4.20781
2016-01-01 00:00:00,roll_carry,30Y,10Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,30Y,10Y,ROLL,-0.576703
2016-01-01 00:00:00,roll_carry,30Y,10Y,TOTAL_CARRY,-0.576703
2016-01-01 00:00:00,roll_carry,30Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,30Y,1Y,ROLL,-0.024918
2016-01-01 00:00:00,roll_carry,30Y,1Y,TOTAL_CARRY,-0.024918
2016-01-01 00:00:00,roll_carry,30Y,5Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,30Y,5Y,ROLL,-0.403371
2016-01-01 00:00:00,roll_carry,30Y,5Y,TOTAL_CARRY,-0.403371
2016-01-01 00:00:00,roll_carry,35Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,35Y,1Y,ROLL,-0.850583
2016-01-01 00:00:00,roll_carry,35Y,1Y,TOTAL_CARRY,-0.850583
2016-01-01 00:00:00,roll_carry,3M,10Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,3M,10Y,ROLL,5.70912
2016-01-01 00:00:00,roll_carry,3M,10Y,TOTAL_CARRY,5.70912
2016-01-01 00:00:00,roll_carry,3M,15Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,3M,15Y,ROLL,4.07582
2016-01-01 00:00:00,roll_carry,3M,15Y,TOTAL_CARRY,4.07582
2016-01-01 00:00:00,roll_carry,3M,20Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,3M,20Y,ROLL,3.22921
2016-01-01 00:00:00,roll_carry,3M,20Y,TOTAL_CARRY,3.22921
2016-01-01 00:00:00,roll_carry,3M,2Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,3M,2Y,ROLL,13.382
2016-01-01 00:00:00,roll_carry,3M,2Y,TOTAL_CARRY,13.382
2016-01-01 00:00:00,roll_carry,3M,3Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,3M,3Y,ROLL,11.0511
2016-01-01 00:00:00,roll_carry,3M,3Y,TOTAL_CARRY,11.0511
2016-01-01 00:00:00,roll_carry,3M,4Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,3M,4Y,ROLL,9.54566
2016-01-01 00:00:00,roll_carry,3M,4Y,TOTAL_CARRY,9.54566
2016-01-01 00:00:00,roll_carry,3M,5Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,3M,5Y,ROLL,8.54298
2016-01-01 00:00:00,roll_carry,3M,5Y,TOTAL_CARRY,8.54298
2016-01-01 00:00:00,roll_carry,3M,7Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,3M,7Y,ROLL,7.11052
2016-01-01 00:00:00,roll_carry,3M,7Y,TOTAL_CARRY,7.11052
2016-01-01 00:00:00,roll_carry,3Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,3Y,1Y,ROLL,4.5488
2016-01-01 00:00:00,roll_carry,3Y,1Y,TOTAL_CARRY,4.5488
2016-01-01 00:00:00,roll_carry,3Y,2Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,3Y,2Y,ROLL,4.71976
2016-01-01 00:00:00,roll_carry,3Y,2Y,TOTAL_CARRY,4.71976
2016-01-01 00:00:00,roll_carry,3Y,3Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,3Y,3Y,ROLL,4.52517
2016-01-01 00:00:00,roll_carry,3Y,3Y,TOTAL_CARRY,4.52517
2016-01-01 00:00:00,roll_carry,3Y,4Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,3Y,4Y,ROLL,4.25364
2016-01-01 00:00:00,roll_carry,3Y,4Y,TOTAL_CARRY,4.25364
2016-01-01 00:00:00,roll_carry,3Y,5Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,3Y,5Y,ROLL,3.75963
2016-01-01 00:00:00,roll_carry,3Y,5Y,TOTAL_CARRY,3.75963
2016-01-01 00:00:00,roll_carry,3Y,7Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,3Y,7Y,ROLL,3.31457
2016-01-01 00:00:00,roll_carry,3Y,7Y,TOTAL_CARRY,3.31457
2016-01-01 00:00:00,roll_carry,40Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,40Y,1Y,ROLL,-0.463309
2016-01-01 00:00:00,roll_carry,40Y,1Y,TOTAL_CARRY,-0.463309
2016-01-01 00:00:00,roll_carry,45Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,45Y,1Y,ROLL,-0.325328
2016-01-01 00:00:00,roll_carry,45Y,1Y,TOTAL_CARRY,-0.325328
2016-01-01 00:00:00,roll_carry,4Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,4Y,1Y,ROLL,4.93321
2016-01-01 00:00:00,roll_carry,4Y,1Y,TOTAL_CARRY,4.93321
2016-01-01 00:00:00,roll_carry,4Y,2Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,4Y,2Y,ROLL,4.5497
2016-01-01 00:00:00,roll_carry,4Y,2Y,TOTAL_CARRY,4.5497
2016-01-01 00:00:00,roll_carry,4Y,3Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,4Y,3Y,ROLL,4.13179
2016-01-01 00:00:00,roll_carry,4Y,3Y,TOTAL_CARRY,4.13179
2016-01-01 00:00:00,roll_carry,4Y,4Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,4Y,4Y,ROLL,3.67172
2016-01-01 00:00:00,roll_carry,4Y,4Y,TOTAL_CARRY,3.67172
2016-01-01 00:00:00,roll_carry,4Y,5Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,4Y,5Y,ROLL,3.34924
2016-01-01 00:00:00,roll_carry,4Y,5Y,TOTAL_CARRY,3.34924
2016-01-01 00:00:00,roll_carry,50Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,50Y,1Y,ROLL,-0.263822
2016-01-01 00:00:00,roll_carry,50Y,1Y,TOTAL_CARRY,-0.263822
2016-01-01 00:00:00,roll_carry,5Y,10Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,5Y,10Y,ROLL,1.62029
2016-01-01 00:00:00,roll_carry,5Y,10Y,TOTAL_CARRY,1.62029
2016-01-01 00:00:00,roll_carry,5Y,15Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,5Y,15Y,ROLL,1.16222
2016-01-01 00:00:00,roll_carry,5Y,15Y,TOTAL_CARRY,1.16222
2016-01-01 00:00:00,roll_carry,5Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,5Y,1Y,ROLL,4.18861
2016-01-01 00:00:00,roll_carry,5Y,1Y,TOTAL_CARRY,4.18861
2016-01-01 00:00:00,roll_carry,5Y,20Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,5Y,20Y,ROLL,0.81335
2016-01-01 00:00:00,roll_carry,5Y,20Y,TOTAL_CARRY,0.81335
2016-01-01 00:00:00,roll_carry,5Y,2Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,5Y,2Y,ROLL,3.74871
2016-01-01 00:00:00,roll_carry,5Y,2Y,TOTAL_CARRY,3.74871
2016-01-01 00:00:00,roll_carry,5Y,3Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,5Y,3Y,ROLL,3.21255
2016-01-01 00:00:00,roll_carry,5Y,3Y,TOTAL_CARRY,3.21255
2016-01-01 00:00:00,roll_carry,5Y,4Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,5Y,4Y,ROLL,2.9616
2016-01-01 00:00:00,roll_carry,5Y,4Y,TOTAL_CARRY,2.9616
2016-01-01 00:00:00,roll_carry,5Y,5Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,5Y,5Y,ROLL,2.75463
2016-01-01 00:00:00,roll_carry,5Y,5Y,TOTAL_CARRY,2.75463
2016-01-01 00:00:00,roll_carry,5Y,7Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,5Y,7Y,ROLL,2.3234
2016-01-01 00:00:00,roll_carry,5Y,7Y,TOTAL_CARRY,2.3234
2016-01-01 00:00:00,roll_carry,6M,10Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,6M,10Y,ROLL,5.38612
2016-01-01 00:00:00,roll_carry,6M,10Y,TOTAL_CARRY,5.38612
2016-01-01 00:00:00,roll_carry,6M,2Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,6M,2Y,ROLL,12.5035
2016-01-01 00:00:00,roll_carry,6M,2Y,TOTAL_CARRY,12.5035
2016-01-01 00:00:00,roll_carry,6M,3Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,6M,3Y,ROLL,10.2481
2016-01-01 00:00:00,roll_carry,6M,3Y,TOTAL_CARRY,10.2481
2016-01-01 00:00:00,roll_carry,6M,4Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,6M,4Y,ROLL,8.94463
2016-01-01 00:00:00,roll_carry,6M,4Y,TOTAL_CARRY,8.94463
2016-01-01 00:00:00,roll_carry,6M,5Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,6M,5Y,ROLL,8.09879
2016-01-01 00:00:00,roll_carry,6M,5Y,TOTAL_CARRY,8.09879
2016-01-01 00:00:00,roll_carry,6M,7Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,6M,7Y,ROLL,6.68946
2016-01-01 00:00:00,roll_carry,6M,7Y,TOTAL_CARRY,6.68946
2016-01-01 00:00:00,roll_carry,6Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,6Y,1Y,ROLL,3.30205
2016-01-01 00:00:00,roll_carry,6Y,1Y,TOTAL_CARRY,3.30205
2016-01-01 00:00:00,roll_carry,6Y,2Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,6Y,2Y,ROLL,2.71021
2016-01-01 00:00:00,roll_carry,6Y,2Y,TOTAL_CARRY,2.71021
2016-01-01 00:00:00,roll_carry,6Y,3Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,6Y,3Y,ROLL,2.54278
2016-01-01 00:00:00,roll_carry,6Y,3Y,TOTAL_CARRY,2.54278
2016-01-01 00:00:00,roll_carry,6Y,4Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,6Y,4Y,ROLL,2.38223
2016-01-01 00:00:00,roll_carry,6Y,4Y,TOTAL_CARRY,2.38223
2016-01-01 00:00:00,roll_carry,7Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,7Y,1Y,ROLL,2.10394
2016-01-01 00:00:00,roll_carry,7Y,1Y,TOTAL_CARRY,2.10394
2016-01-01 00:00:00,roll_carry,7Y,2Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,7Y,2Y,ROLL,2.15734
2016-01-01 00:00:00,roll_carry,7Y,2Y,TOTAL_CARRY,2.15734
2016-01-01 00:00:00,roll_carry,7Y,3Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,7Y,3Y,ROLL,2.06591
2016-01-01 00:00:00,roll_carry,7Y,3Y,TOTAL_CARRY,2.06591
2016-01-01 00:00:00,roll_carry,7Y,5Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,7Y,5Y,ROLL,1.70859
2016-01-01 00:00:00,roll_carry,7Y,5Y,TOTAL_CARRY,1.70859
2016-01-01 00:00:00,roll_carry,7Y,7Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,7Y,7Y,ROLL,1.18205
2016-01-01 00:00:00,roll_carry,7Y,7Y,TOTAL_CARRY,1.18205
2016-01-01 00:00:00,roll_carry,8Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,8Y,1Y,ROLL,2.22544
2016-01-01 00:00:00,roll_carry,8Y,1Y,TOTAL_CARRY,2.22544
2016-01-01 00:00:00,roll_carry,8Y,2Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,8Y,2Y,ROLL,2.05382
2016-01-01 00:00:00,roll_carry,8Y,2Y,TOTAL_CARRY,2.05382
2016-01-01 00:00:00,roll_carry,8Y,7Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,8Y,7Y,ROLL,0.858364
2016-01-01 00:00:00,roll_carry,8Y,7Y,TOTAL_CARRY,0.858364
2016-01-01 00:00:00,roll_carry,9Y,1Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,9Y,1Y,ROLL,1.88463
2016-01-01 00:00:00,roll_carry,9Y,1Y,TOTAL_CARRY,1.88463
2016-01-01 00:00:00,roll_carry,9Y,2Y,CARRY,0.0
2016-01-01 00:00:00,roll_carry,9Y,2Y,ROLL,1.72127
2016-01-01 00:00:00,roll_carry,9Y,2Y,TOTAL_CARRY,1.72127
2016-09-29 00:00:00,roll_carry,10Y,10Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,10Y,10Y,ROLL,0.285639
2016-09-29 00:00:00,roll_carry,10Y,10Y,TOTAL_CARRY,0.285639
2016-09-29 00:00:00,roll_carry,10Y,15Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,10Y,15Y,ROLL,0.076115
2016-09-29 00:00:00,roll_carry,10Y,15Y,TOTAL_CARRY,0.076115
2016-09-29 00:00:00,roll_carry,10Y,1Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,10Y,1Y,ROLL,1.76996
2016-09-29 00:00:00,roll_carry,10Y,1Y,TOTAL_CARRY,1.76996
2016-09-29 00:00:00,roll_carry,10Y,20Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,10Y,20Y,ROLL,0.017163
2016-09-29 00:00:00,roll_carry,10Y,20Y,TOTAL_CARRY,0.017163
2016-09-29 00:00:00,roll_carry,10Y,2Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,10Y,2Y,ROLL,1.32665
2016-09-29 00:00:00,roll_carry,10Y,2Y,TOTAL_CARRY,1.32665
2016-09-29 00:00:00,roll_carry,10Y,3Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,10Y,3Y,ROLL,0.991491
2016-09-29 00:00:00,roll_carry,10Y,3Y,TOTAL_CARRY,0.991491
2016-09-29 00:00:00,roll_carry,10Y,5Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,10Y,5Y,ROLL,0.663931
2016-09-29 00:00:00,roll_carry,10Y,5Y,TOTAL_CARRY,0.663931
2016-09-29 00:00:00,roll_carry,11Y,1Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,11Y,1Y,ROLL,0.862011
2016-09-29 00:00:00,roll_carry,11Y,1Y,TOTAL_CARRY,0.862011
2016-09-29 00:00:00,roll_carry,11Y,4Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,11Y,4Y,ROLL,0.375273
2016-09-29 00:00:00,roll_carry,11Y,4Y,TOTAL_CARRY,0.375273
2016-09-29 00:00:00,roll_carry,12Y,1Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,12Y,1Y,ROLL,0.311863
2016-09-29 00:00:00,roll_carry,12Y,1Y,TOTAL_CARRY,0.311863
2016-09-29 00:00:00,roll_carry,12Y,3Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,12Y,3Y,ROLL,0.212982
2016-09-29 00:00:00,roll_carry,12Y,3Y,TOTAL_CARRY,0.212982
2016-09-29 00:00:00,roll_carry,13Y,1Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,13Y,1Y,ROLL,0.134029
2016-09-29 00:00:00,roll_carry,13Y,1Y,TOTAL_CARRY,0.134029
2016-09-29 00:00:00,roll_carry,13Y,7Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,13Y,7Y,ROLL,-0.038409
2016-09-29 00:00:00,roll_carry,13Y,7Y,TOTAL_CARRY,-0.038409
2016-09-29 00:00:00,roll_carry,14Y,1Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,14Y,1Y,ROLL,0.191177
2016-09-29 00:00:00,roll_carry,14Y,1Y,TOTAL_CARRY,0.191177
2016-09-29 00:00:00,roll_carry,15Y,10Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,15Y,10Y,ROLL,-0.252099
2016-09-29 00:00:00,roll_carry,15Y,10Y,TOTAL_CARRY,-0.252099
2016-09-29 00:00:00,roll_carry,15Y,15Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,15Y,15Y,ROLL,-0.234842
2016-09-29 00:00:00,roll_carry,15Y,15Y,TOTAL_CARRY,-0.234842
2016-09-29 00:00:00,roll_carry,15Y,1Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,15Y,1Y,ROLL,0.239426
2016-09-29 00:00:00,roll_carry,15Y,1Y,TOTAL_CARRY,0.239426
2016-09-29 00:00:00,roll_carry,15Y,20Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,15Y,20Y,ROLL,-0.223494
2016-09-29 00:00:00,roll_carry,15Y,20Y,TOTAL_CARRY,-0.223494
2016-09-29 00:00:00,roll_carry,15Y,2Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,15Y,2Y,ROLL,0.193278
2016-09-29 00:00:00,roll_carry,15Y,2Y,TOTAL_CARRY,0.193278
2016-09-29 00:00:00,roll_carry,15Y,5Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,15Y,5Y,ROLL,-0.12315
2016-09-29 00:00:00,roll_carry,15Y,5Y,TOTAL_CARRY,-0.12315
2016-09-29 00:00:00,roll_carry,16Y,1Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,16Y,1Y,ROLL,0.147669
2016-09-29 00:00:00,roll_carry,16Y,1Y,TOTAL_CARRY,0.147669
2016-09-29 00:00:00,roll_carry,16Y,4Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,16Y,4Y,ROLL,-0.218006
2016-09-29 00:00:00,roll_carry,16Y,4Y,TOTAL_CARRY,-0.218006
2016-09-29 00:00:00,roll_carry,17Y,1Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,17Y,1Y,ROLL,-0.085912
2016-09-29 00:00:00,roll_carry,17Y,1Y,TOTAL_CARRY,-0.085912
2016-09-29 00:00:00,roll_carry,17Y,3Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,17Y,3Y,ROLL,-0.341887
2016-09-29 00:00:00,roll_carry,17Y,3Y,TOTAL_CARRY,-0.341887
2016-09-29 00:00:00,roll_carry,18M,1Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,18M,1Y,ROLL,2.06719
2016-09-29 00:00:00,roll_carry,18M,1Y,TOTAL_CARRY,2.06719
2016-09-29 00:00:00,roll_carry,18M,6M,CARRY,0.0
2016-09-29 00:00:00,roll_carry,18M,6M,ROLL,1.51113
2016-09-29 00:00:00,roll_carry,18M,6M,TOTAL_CARRY,1.51113
2016-09-29 00:00:00,roll_carry,18Y,1Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,18Y,1Y,ROLL,-0.366646
2016-09-29 00:00:00,roll_carry,18Y,1Y,TOTAL_CARRY,-0.366646
2016-09-29 00:00:00,roll_carry,19Y,1Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,19Y,1Y,ROLL,-0.586289
2016-09-29 00:00:00,roll_carry,19Y,1Y,TOTAL_CARRY,-0.586289
2016-09-29 00:00:00,roll_carry,1Y,10Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,1Y,10Y,ROLL,2.19276
2016-09-29 00:00:00,roll_carry,1Y,10Y,TOTAL_CARRY,2.19276
2016-09-29 00:00:00,roll_carry,1Y,15Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,1Y,15Y,ROLL,1.61582
2016-09-29 00:00:00,roll_carry,1Y,15Y,TOTAL_CARRY,1.61582
2016-09-29 00:00:00,roll_carry,1Y,1Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,1Y,1Y,ROLL,2.27975
2016-09-29 00:00:00,roll_carry,1Y,1Y,TOTAL_CARRY,2.27975
2016-09-29 00:00:00,roll_carry,1Y,20Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,1Y,20Y,ROLL,1.19759
2016-09-29 00:00:00,roll_carry,1Y,20Y,TOTAL_CARRY,1.19759
2016-09-29 00:00:00,roll_carry,1Y,2Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,1Y,2Y,ROLL,2.22032
2016-09-29 00:00:00,roll_carry,1Y,2Y,TOTAL_CARRY,2.22032
2016-09-29 00:00:00,roll_carry,1Y,3Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,1Y,3Y,ROLL,2.31814
2016-09-29 00:00:00,roll_carry,1Y,3Y,TOTAL_CARRY,2.31814
2016-09-29 00:00:00,roll_carry,1Y,4Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,1Y,4Y,ROLL,2.45096
2016-09-29 00:00:00,roll_carry,1Y,4Y,TOTAL_CARRY,2.45096
2016-09-29 00:00:00,roll_carry,1Y,5Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,1Y,5Y,ROLL,2.71375
2016-09-29 00:00:00,roll_carry,1Y,5Y,TOTAL_CARRY,2.71375
2016-09-29 00:00:00,roll_carry,1Y,7Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,1Y,7Y,ROLL,2.55202
2016-09-29 00:00:00,roll_carry,1Y,7Y,TOTAL_CARRY,2.55202
2016-09-29 00:00:00,roll_carry,20Y,10Y,CARRY,0.0
2016-09-29 00:00:00,roll_carry,20Y,10Y,ROLL,-0.296435
