date,product,expiry,tenor,leg,value
2021-12-30 00:00:00,roll_carry,30Y,1Y,ROLL,-1.26751
2021-12-30 00:00:00,roll_carry,30Y,1Y,TOTAL_CARRY,-1.26751
2021-12-30 00:00:00,roll_carry,30Y,5Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,30Y,5Y,ROLL,-1.98804
2021-12-30 00:00:00,roll_carry,30Y,5Y,TOTAL_CARRY,-1.98804
2021-12-30 00:00:00,roll_carry,35Y,1Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,35Y,1Y,ROLL,-2.36448
2021-12-30 00:00:00,roll_carry,35Y,1Y,TOTAL_CARRY,-2.36448
2021-12-30 00:00:00,roll_carry,3M,10Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3M,10Y,ROLL,4.04133
2021-12-30 00:00:00,roll_carry,3M,10Y,TOTAL_CARRY,4.04133
2021-12-30 00:00:00,roll_carry,3M,15Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3M,15Y,ROLL,2.84734
2021-12-30 00:00:00,roll_carry,3M,15Y,TOTAL_CARRY,2.84734
2021-12-30 00:00:00,roll_carry,3M,1Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3M,1Y,ROLL,18.0939
2021-12-30 00:00:00,roll_carry,3M,1Y,TOTAL_CARRY,18.0939
2021-12-30 00:00:00,roll_carry,3M,20Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3M,20Y,ROLL,2.11435
2021-12-30 00:00:00,roll_carry,3M,20Y,TOTAL_CARRY,2.11435
2021-12-30 00:00:00,roll_carry,3M,2Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3M,2Y,ROLL,15.4675
2021-12-30 00:00:00,roll_carry,3M,2Y,TOTAL_CARRY,15.4675
2021-12-30 00:00:00,roll_carry,3M,3M,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3M,3M,ROLL,20.9067
2021-12-30 00:00:00,roll_carry,3M,3M,TOTAL_CARRY,20.9067
2021-12-30 00:00:00,roll_carry,3M,3Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3M,3Y,ROLL,10.6733
2021-12-30 00:00:00,roll_carry,3M,3Y,TOTAL_CARRY,10.6733
2021-12-30 00:00:00,roll_carry,3M,4Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3M,4Y,ROLL,8.20959
2021-12-30 00:00:00,roll_carry,3M,4Y,TOTAL_CARRY,8.20959
2021-12-30 00:00:00,roll_carry,3M,5Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3M,5Y,ROLL,6.74274
2021-12-30 00:00:00,roll_carry,3M,5Y,TOTAL_CARRY,6.74274
2021-12-30 00:00:00,roll_carry,3M,6M,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3M,6M,ROLL,20.665
2021-12-30 00:00:00,roll_carry,3M,6M,TOTAL_CARRY,20.665
2021-12-30 00:00:00,roll_carry,3M,7Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3M,7Y,ROLL,5.1881
2021-12-30 00:00:00,roll_carry,3M,7Y,TOTAL_CARRY,5.1881
2021-12-30 00:00:00,roll_carry,3Y,1Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3Y,1Y,ROLL,0.034625
2021-12-30 00:00:00,roll_carry,3Y,1Y,TOTAL_CARRY,0.034625
2021-12-30 00:00:00,roll_carry,3Y,2Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3Y,2Y,ROLL,0.368456
2021-12-30 00:00:00,roll_carry,3Y,2Y,TOTAL_CARRY,0.368456
2021-12-30 00:00:00,roll_carry,3Y,3Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3Y,3Y,ROLL,0.556055
2021-12-30 00:00:00,roll_carry,3Y,3Y,TOTAL_CARRY,0.556055
2021-12-30 00:00:00,roll_carry,3Y,4Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3Y,4Y,ROLL,0.744608
2021-12-30 00:00:00,roll_carry,3Y,4Y,TOTAL_CARRY,0.744608
2021-12-30 00:00:00,roll_carry,3Y,5Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3Y,5Y,ROLL,0.734605
2021-12-30 00:00:00,roll_carry,3Y,5Y,TOTAL_CARRY,0.734605
2021-12-30 00:00:00,roll_carry,3Y,7Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,3Y,7Y,ROLL,0.891747
2021-12-30 00:00:00,roll_carry,3Y,7Y,TOTAL_CARRY,0.891747
2021-12-30 00:00:00,roll_carry,40Y,1Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,40Y,1Y,ROLL,0.065054
2021-12-30 00:00:00,roll_carry,40Y,1Y,TOTAL_CARRY,0.065054
2021-12-30 00:00:00,roll_carry,45Y,1Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,45Y,1Y,ROLL,0.430504
2021-12-30 00:00:00,roll_carry,45Y,1Y,TOTAL_CARRY,0.430504
2021-12-30 00:00:00,roll_carry,4Y,1Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,4Y,1Y,ROLL,0.708332
2021-12-30 00:00:00,roll_carry,4Y,1Y,TOTAL_CARRY,0.708332
2021-12-30 00:00:00,roll_carry,4Y,2Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,4Y,2Y,ROLL,0.821894
2021-12-30 00:00:00,roll_carry,4Y,2Y,TOTAL_CARRY,0.821894
2021-12-30 00:00:00,roll_carry,4Y,3Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,4Y,3Y,ROLL,0.970811
2021-12-30 00:00:00,roll_carry,4Y,3Y,TOTAL_CARRY,0.970811
2021-12-30 00:00:00,roll_carry,4Y,4Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,4Y,4Y,ROLL,0.942302
2021-12-30 00:00:00,roll_carry,4Y,4Y,TOTAL_CARRY,0.942302
2021-12-30 00:00:00,roll_carry,4Y,5Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,4Y,5Y,ROLL,0.903733
2021-12-30 00:00:00,roll_carry,4Y,5Y,TOTAL_CARRY,0.903733
2021-12-30 00:00:00,roll_carry,50Y,1Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,50Y,1Y,ROLL,-0.22497
2021-12-30 00:00:00,roll_carry,50Y,1Y,TOTAL_CARRY,-0.22497
2021-12-30 00:00:00,roll_carry,5Y,10Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,5Y,10Y,ROLL,0.69359
2021-12-30 00:00:00,roll_carry,5Y,10Y,TOTAL_CARRY,0.69359
2021-12-30 00:00:00,roll_carry,5Y,15Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,5Y,15Y,ROLL,0.371374
2021-12-30 00:00:00,roll_carry,5Y,15Y,TOTAL_CARRY,0.371374
2021-12-30 00:00:00,roll_carry,5Y,1Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,5Y,1Y,ROLL,0.937935
2021-12-30 00:00:00,roll_carry,5Y,1Y,TOTAL_CARRY,0.937935
2021-12-30 00:00:00,roll_carry,5Y,20Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,5Y,20Y,ROLL,0.017619
2021-12-30 00:00:00,roll_carry,5Y,20Y,TOTAL_CARRY,0.017619
2021-12-30 00:00:00,roll_carry,5Y,2Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,5Y,2Y,ROLL,1.10511
2021-12-30 00:00:00,roll_carry,5Y,2Y,TOTAL_CARRY,1.10511
2021-12-30 00:00:00,roll_carry,5Y,3Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,5Y,3Y,ROLL,1.00823
2021-12-30 00:00:00,roll_carry,5Y,3Y,TOTAL_CARRY,1.00823
2021-12-30 00:00:00,roll_carry,5Y,4Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,5Y,4Y,ROLL,0.972891
2021-12-30 00:00:00,roll_carry,5Y,4Y,TOTAL_CARRY,0.972891
2021-12-30 00:00:00,roll_carry,5Y,5Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,5Y,5Y,ROLL,1.10544
2021-12-30 00:00:00,roll_carry,5Y,5Y,TOTAL_CARRY,1.10544
2021-12-30 00:00:00,roll_carry,5Y,7Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,5Y,7Y,ROLL,1.06322
2021-12-30 00:00:00,roll_carry,5Y,7Y,TOTAL_CARRY,1.06322
2021-12-30 00:00:00,roll_carry,6M,10Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,6M,10Y,ROLL,3.57431
2021-12-30 00:00:00,roll_carry,6M,10Y,TOTAL_CARRY,3.57431
2021-12-30 00:00:00,roll_carry,6M,1Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,6M,1Y,ROLL,17.5664
2021-12-30 00:00:00,roll_carry,6M,1Y,TOTAL_CARRY,17.5664
2021-12-30 00:00:00,roll_carry,6M,2Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,6M,2Y,ROLL,13.1496
2021-12-30 00:00:00,roll_carry,6M,2Y,TOTAL_CARRY,13.1496
2021-12-30 00:00:00,roll_carry,6M,3M,CARRY,0.0
2021-12-30 00:00:00,roll_carry,6M,3M,ROLL,20.7641
2021-12-30 00:00:00,roll_carry,6M,3M,TOTAL_CARRY,20.7641
2021-12-30 00:00:00,roll_carry,6M,3Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,6M,3Y,ROLL,9.1025
2021-12-30 00:00:00,roll_carry,6M,3Y,TOTAL_CARRY,9.1025
2021-12-30 00:00:00,roll_carry,6M,4Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,6M,4Y,ROLL,7.01209
2021-12-30 00:00:00,roll_carry,6M,4Y,TOTAL_CARRY,7.01209
2021-12-30 00:00:00,roll_carry,6M,5Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,6M,5Y,ROLL,5.79434
2021-12-30 00:00:00,roll_carry,6M,5Y,TOTAL_CARRY,5.79434
2021-12-30 00:00:00,roll_carry,6M,6M,CARRY,0.0
2021-12-30 00:00:00,roll_carry,6M,6M,ROLL,19.1883
2021-12-30 00:00:00,roll_carry,6M,6M,TOTAL_CARRY,19.1883
2021-12-30 00:00:00,roll_carry,6M,7Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,6M,7Y,ROLL,4.5121
2021-12-30 00:00:00,roll_carry,6M,7Y,TOTAL_CARRY,4.5121
2021-12-30 00:00:00,roll_carry,6Y,1Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,6Y,1Y,ROLL,1.28118
2021-12-30 00:00:00,roll_carry,6Y,1Y,TOTAL_CARRY,1.28118
2021-12-30 00:00:00,roll_carry,6Y,2Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,6Y,2Y,ROLL,1.05094
2021-12-30 00:00:00,roll_carry,6Y,2Y,TOTAL_CARRY,1.05094
2021-12-30 00:00:00,roll_carry,6Y,3Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,6Y,3Y,ROLL,0.987398
2021-12-30 00:00:00,roll_carry,6Y,3Y,TOTAL_CARRY,0.987398
2021-12-30 00:00:00,roll_carry,6Y,4Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,6Y,4Y,ROLL,1.1568
2021-12-30 00:00:00,roll_carry,6Y,4Y,TOTAL_CARRY,1.1568
2021-12-30 00:00:00,roll_carry,7Y,1Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,7Y,1Y,ROLL,0.816368
2021-12-30 00:00:00,roll_carry,7Y,1Y,TOTAL_CARRY,0.816368
2021-12-30 00:00:00,roll_carry,7Y,2Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,7Y,2Y,ROLL,0.831691
2021-12-30 00:00:00,roll_carry,7Y,2Y,TOTAL_CARRY,0.831691
2021-12-30 00:00:00,roll_carry,7Y,3Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,7Y,3Y,ROLL,1.11587
2021-12-30 00:00:00,roll_carry,7Y,3Y,TOTAL_CARRY,1.11587
2021-12-30 00:00:00,roll_carry,7Y,5Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,7Y,5Y,ROLL,1.05321
2021-12-30 00:00:00,roll_carry,7Y,5Y,TOTAL_CARRY,1.05321
2021-12-30 00:00:00,roll_carry,7Y,7Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,7Y,7Y,ROLL,0.660961
2021-12-30 00:00:00,roll_carry,7Y,7Y,TOTAL_CARRY,0.660961
2021-12-30 00:00:00,roll_carry,8Y,1Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,8Y,1Y,ROLL,0.840504
2021-12-30 00:00:00,roll_carry,8Y,1Y,TOTAL_CARRY,0.840504
2021-12-30 00:00:00,roll_carry,8Y,2Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,8Y,2Y,ROLL,1.27155
2021-12-30 00:00:00,roll_carry,8Y,2Y,TOTAL_CARRY,1.27155
2021-12-30 00:00:00,roll_carry,8Y,7Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,8Y,7Y,ROLL,0.557143
2021-12-30 00:00:00,roll_carry,8Y,7Y,TOTAL_CARRY,0.557143
2021-12-30 00:00:00,roll_carry,9M,1Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,9M,1Y,ROLL,15.7438
2021-12-30 00:00:00,roll_carry,9M,1Y,TOTAL_CARRY,15.7438
2021-12-30 00:00:00,roll_carry,9M,6M,CARRY,0.0
2021-12-30 00:00:00,roll_carry,9M,6M,ROLL,15.6339
2021-12-30 00:00:00,roll_carry,9M,6M,TOTAL_CARRY,15.6339
2021-12-30 00:00:00,roll_carry,9Y,1Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,9Y,1Y,ROLL,1.74556
2021-12-30 00:00:00,roll_carry,9Y,1Y,TOTAL_CARRY,1.74556
2021-12-30 00:00:00,roll_carry,9Y,2Y,CARRY,0.0
2021-12-30 00:00:00,roll_carry,9Y,2Y,ROLL,1.599
2021-12-30 00:00:00,roll_carry,9Y,2Y,TOTAL_CARRY,1.599
2022-09-28 00:00:00,roll_carry,10Y,10Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,10Y,10Y,ROLL,-1.81872
2022-09-28 00:00:00,roll_carry,10Y,10Y,TOTAL_CARRY,-1.81872
2022-09-28 00:00:00,roll_carry,10Y,15Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,10Y,15Y,ROLL,-2.11077
2022-09-28 00:00:00,roll_carry,10Y,15Y,TOTAL_CARRY,-2.11077
2022-09-28 00:00:00,roll_carry,10Y,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,10Y,1Y,ROLL,0.737798
2022-09-28 00:00:00,roll_carry,10Y,1Y,TOTAL_CARRY,0.737798
2022-09-28 00:00:00,roll_carry,10Y,20Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,10Y,20Y,ROLL,-1.78109
2022-09-28 00:00:00,roll_carry,10Y,20Y,TOTAL_CARRY,-1.78109
2022-09-28 00:00:00,roll_carry,10Y,2Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,10Y,2Y,ROLL,0.471272
2022-09-28 00:00:00,roll_carry,10Y,2Y,TOTAL_CARRY,0.471272
2022-09-28 00:00:00,roll_carry,10Y,3Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,10Y,3Y,ROLL,0.063154
2022-09-28 00:00:00,roll_carry,10Y,3Y,TOTAL_CARRY,0.063154
2022-09-28 00:00:00,roll_carry,10Y,5Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,10Y,5Y,ROLL,-0.635026
2022-09-28 00:00:00,roll_carry,10Y,5Y,TOTAL_CARRY,-0.635026
2022-09-28 00:00:00,roll_carry,11Y,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,11Y,1Y,ROLL,0.198507
2022-09-28 00:00:00,roll_carry,11Y,1Y,TOTAL_CARRY,0.198507
2022-09-28 00:00:00,roll_carry,11Y,4Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,11Y,4Y,ROLL,-1.00675
2022-09-28 00:00:00,roll_carry,11Y,4Y,TOTAL_CARRY,-1.00675
2022-09-28 00:00:00,roll_carry,12Y,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,12Y,1Y,ROLL,-0.813558
2022-09-28 00:00:00,roll_carry,12Y,1Y,TOTAL_CARRY,-0.813558
2022-09-28 00:00:00,roll_carry,12Y,3Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,12Y,3Y,ROLL,-1.4381
2022-09-28 00:00:00,roll_carry,12Y,3Y,TOTAL_CARRY,-1.4381
2022-09-28 00:00:00,roll_carry,13Y,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,13Y,1Y,ROLL,-1.52856
2022-09-28 00:00:00,roll_carry,13Y,1Y,TOTAL_CARRY,-1.52856
2022-09-28 00:00:00,roll_carry,13Y,7Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,13Y,7Y,ROLL,-2.73198
2022-09-28 00:00:00,roll_carry,13Y,7Y,TOTAL_CARRY,-2.73198
2022-09-28 00:00:00,roll_carry,14Y,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,14Y,1Y,ROLL,-2.02276
2022-09-28 00:00:00,roll_carry,14Y,1Y,TOTAL_CARRY,-2.02276
2022-09-28 00:00:00,roll_carry,15Y,10Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,15Y,10Y,ROLL,-2.95829
2022-09-28 00:00:00,roll_carry,15Y,10Y,TOTAL_CARRY,-2.95829
2022-09-28 00:00:00,roll_carry,15Y,15Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,15Y,15Y,ROLL,-2.20785
2022-09-28 00:00:00,roll_carry,15Y,15Y,TOTAL_CARRY,-2.20785
2022-09-28 00:00:00,roll_carry,15Y,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,15Y,1Y,ROLL,-2.4586
2022-09-28 00:00:00,roll_carry,15Y,1Y,TOTAL_CARRY,-2.4586
2022-09-28 00:00:00,roll_carry,15Y,20Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,15Y,20Y,ROLL,-2.15026
2022-09-28 00:00:00,roll_carry,15Y,20Y,TOTAL_CARRY,-2.15026
2022-09-28 00:00:00,roll_carry,15Y,2Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,15Y,2Y,ROLL,-2.67349
2022-09-28 00:00:00,roll_carry,15Y,2Y,TOTAL_CARRY,-2.67349
2022-09-28 00:00:00,roll_carry,15Y,5Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,15Y,5Y,ROLL,-3.17198
2022-09-28 00:00:00,roll_carry,15Y,5Y,TOTAL_CARRY,-3.17198
2022-09-28 00:00:00,roll_carry,16Y,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,16Y,1Y,ROLL,-2.89202
2022-09-28 00:00:00,roll_carry,16Y,1Y,TOTAL_CARRY,-2.89202
2022-09-28 00:00:00,roll_carry,16Y,4Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,16Y,4Y,ROLL,-3.35689
2022-09-28 00:00:00,roll_carry,16Y,4Y,TOTAL_CARRY,-3.35689
2022-09-28 00:00:00,roll_carry,17Y,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,17Y,1Y,ROLL,-3.28065
2022-09-28 00:00:00,roll_carry,17Y,1Y,TOTAL_CARRY,-3.28065
2022-09-28 00:00:00,roll_carry,17Y,3Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,17Y,3Y,ROLL,-3.51607
2022-09-28 00:00:00,roll_carry,17Y,3Y,TOTAL_CARRY,-3.51607
2022-09-28 00:00:00,roll_carry,18M,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,18M,1Y,ROLL,-16.0204
2022-09-28 00:00:00,roll_carry,18M,1Y,TOTAL_CARRY,-16.0204
2022-09-28 00:00:00,roll_carry,18M,6M,CARRY,0.0
2022-09-28 00:00:00,roll_carry,18M,6M,ROLL,-20.0972
2022-09-28 00:00:00,roll_carry,18M,6M,TOTAL_CARRY,-20.0972
2022-09-28 00:00:00,roll_carry,18Y,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,18Y,1Y,ROLL,-3.59545
2022-09-28 00:00:00,roll_carry,18Y,1Y,TOTAL_CARRY,-3.59545
2022-09-28 00:00:00,roll_carry,19Y,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,19Y,1Y,ROLL,-3.74235
2022-09-28 00:00:00,roll_carry,19Y,1Y,TOTAL_CARRY,-3.74235
2022-09-28 00:00:00,roll_carry,1Y,10Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,1Y,10Y,ROLL,-3.16155
2022-09-28 00:00:00,roll_carry,1Y,10Y,TOTAL_CARRY,-3.16155
2022-09-28 00:00:00,roll_carry,1Y,15Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,1Y,15Y,ROLL,-2.6334
2022-09-28 00:00:00,roll_carry,1Y,15Y,TOTAL_CARRY,-2.6334
2022-09-28 00:00:00,roll_carry,1Y,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,1Y,1Y,ROLL,-15.6998
2022-09-28 00:00:00,roll_carry,1Y,1Y,TOTAL_CARRY,-15.6998
2022-09-28 00:00:00,roll_carry,1Y,20Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,1Y,20Y,ROLL,-2.79877
2022-09-28 00:00:00,roll_carry,1Y,20Y,TOTAL_CARRY,-2.79877
2022-09-28 00:00:00,roll_carry,1Y,2Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,1Y,2Y,ROLL,-12.2132
2022-09-28 00:00:00,roll_carry,1Y,2Y,TOTAL_CARRY,-12.2132
2022-09-28 00:00:00,roll_carry,1Y,3M,CARRY,0.0
2022-09-28 00:00:00,roll_carry,1Y,3M,ROLL,-7.9109
2022-09-28 00:00:00,roll_carry,1Y,3M,TOTAL_CARRY,-7.9109
2022-09-28 00:00:00,roll_carry,1Y,3Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,1Y,3Y,ROLL,-9.2749
2022-09-28 00:00:00,roll_carry,1Y,3Y,TOTAL_CARRY,-9.2749
2022-09-28 00:00:00,roll_carry,1Y,4Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,1Y,4Y,ROLL,-7.23941
2022-09-28 00:00:00,roll_carry,1Y,4Y,TOTAL_CARRY,-7.23941
2022-09-28 00:00:00,roll_carry,1Y,5Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,1Y,5Y,ROLL,-5.97918
2022-09-28 00:00:00,roll_carry,1Y,5Y,TOTAL_CARRY,-5.97918
2022-09-28 00:00:00,roll_carry,1Y,6M,CARRY,0.0
2022-09-28 00:00:00,roll_carry,1Y,6M,ROLL,-9.98506
2022-09-28 00:00:00,roll_carry,1Y,6M,TOTAL_CARRY,-9.98506
2022-09-28 00:00:00,roll_carry,1Y,7Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,1Y,7Y,ROLL,-4.68022
2022-09-28 00:00:00,roll_carry,1Y,7Y,TOTAL_CARRY,-4.68022
2022-09-28 00:00:00,roll_carry,20Y,10Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,20Y,10Y,ROLL,-1.56839
2022-09-28 00:00:00,roll_carry,20Y,10Y,TOTAL_CARRY,-1.56839
2022-09-28 00:00:00,roll_carry,20Y,15Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,20Y,15Y,ROLL,-1.67808
2022-09-28 00:00:00,roll_carry,20Y,15Y,TOTAL_CARRY,-1.67808
2022-09-28 00:00:00,roll_carry,20Y,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,20Y,1Y,ROLL,-3.5642
2022-09-28 00:00:00,roll_carry,20Y,1Y,TOTAL_CARRY,-3.5642
2022-09-28 00:00:00,roll_carry,20Y,20Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,20Y,20Y,ROLL,-1.76965
2022-09-28 00:00:00,roll_carry,20Y,20Y,TOTAL_CARRY,-1.76965
2022-09-28 00:00:00,roll_carry,20Y,5Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,20Y,5Y,ROLL,-2.62651
2022-09-28 00:00:00,roll_carry,20Y,5Y,TOTAL_CARRY,-2.62651
2022-09-28 00:00:00,roll_carry,25Y,10Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,25Y,10Y,ROLL,-1.14408
2022-09-28 00:00:00,roll_carry,25Y,10Y,TOTAL_CARRY,-1.14408
2022-09-28 00:00:00,roll_carry,25Y,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,25Y,1Y,ROLL,-0.872603
2022-09-28 00:00:00,roll_carry,25Y,1Y,TOTAL_CARRY,-0.872603
2022-09-28 00:00:00,roll_carry,25Y,5Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,25Y,5Y,ROLL,-0.408352
2022-09-28 00:00:00,roll_carry,25Y,5Y,TOTAL_CARRY,-0.408352
2022-09-28 00:00:00,roll_carry,2Y,10Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,2Y,10Y,ROLL,-1.41573
2022-09-28 00:00:00,roll_carry,2Y,10Y,TOTAL_CARRY,-1.41573
2022-09-28 00:00:00,roll_carry,2Y,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,2Y,1Y,ROLL,-8.98126
2022-09-28 00:00:00,roll_carry,2Y,1Y,TOTAL_CARRY,-8.98126
2022-09-28 00:00:00,roll_carry,2Y,2Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,2Y,2Y,ROLL,-6.04508
2022-09-28 00:00:00,roll_carry,2Y,2Y,TOTAL_CARRY,-6.04508
2022-09-28 00:00:00,roll_carry,2Y,3Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,2Y,3Y,ROLL,-4.32841
2022-09-28 00:00:00,roll_carry,2Y,3Y,TOTAL_CARRY,-4.32841
2022-09-28 00:00:00,roll_carry,2Y,4Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,2Y,4Y,ROLL,-3.41985
2022-09-28 00:00:00,roll_carry,2Y,4Y,TOTAL_CARRY,-3.41985
2022-09-28 00:00:00,roll_carry,2Y,5Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,2Y,5Y,ROLL,-3.10837
2022-09-28 00:00:00,roll_carry,2Y,5Y,TOTAL_CARRY,-3.10837
2022-09-28 00:00:00,roll_carry,2Y,7Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,2Y,7Y,ROLL,-2.21266
2022-09-28 00:00:00,roll_carry,2Y,7Y,TOTAL_CARRY,-2.21266
2022-09-28 00:00:00,roll_carry,30Y,10Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,30Y,10Y,ROLL,-2.0097
2022-09-28 00:00:00,roll_carry,30Y,10Y,TOTAL_CARRY,-2.0097
2022-09-28 00:00:00,roll_carry,30Y,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,30Y,1Y,ROLL,-0.799073
2022-09-28 00:00:00,roll_carry,30Y,1Y,TOTAL_CARRY,-0.799073
2022-09-28 00:00:00,roll_carry,30Y,5Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,30Y,5Y,ROLL,-1.96185
2022-09-28 00:00:00,roll_carry,30Y,5Y,TOTAL_CARRY,-1.96185
2022-09-28 00:00:00,roll_carry,35Y,1Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,35Y,1Y,ROLL,-2.9988
2022-09-28 00:00:00,roll_carry,35Y,1Y,TOTAL_CARRY,-2.9988
2022-09-28 00:00:00,roll_carry,3M,10Y,CARRY,0.0
2022-09-28 00:00:00,roll_carry,3M,10Y,ROLL,-0.770186
