tag,dataset,index_or_ccy,product,f4,f5
RATES.MIDCURVES.USD_SOFR.OPT_STR.VOL.9M.10Y20Y,RATES.MIDCURVES,USD_SOFR,OPT_STR,VOL,9M
RATES.MIDCURVES.USD_SOFR.OPT_STR.VOL.9M.1Y1Y,RATES.MIDCURVES,USD_SOFR,OPT_STR,VOL,9M
RATES.MIDCURVES.USD_SOFR.OPT_STR.VOL.9M.1Y2Y,RATES.MIDCURVES,USD_SOFR,OPT_STR,VOL,9M
RATES.MIDCURVES.USD_SOFR.OPT_STR.VOL.9M.1Y3Y,RATES.MIDCURVES,USD_SOFR,OPT_STR,VOL,9M
RATES.MIDCURVES.USD_SOFR.OPT_STR.VOL.9M.20Y10Y,RATES.MIDCURVES,USD_SOFR,OPT_STR,VOL,9M
RATES.MIDCURVES.USD_SOFR.OPT_STR.VOL.9M.2Y1Y,RATES.MIDCURVES,USD_SOFR,OPT_STR,VOL,9M
RATES.MIDCURVES.USD_SOFR.OPT_STR.VOL.9M.2Y2Y,RATES.MIDCURVES,USD_SOFR,OPT_STR,VOL,9M
RATES.MIDCURVES.USD_SOFR.OPT_STR.VOL.9M.2Y3Y,RATES.MIDCURVES,USD_SOFR,OPT_STR,VOL,9M
RATES.MIDCURVES.USD_SOFR.OPT_STR.VOL.9M.3Y1Y,RATES.MIDCURVES,USD_SOFR,OPT_STR,VOL,9M
RATES.MIDCURVES.USD_SOFR.OPT_STR.VOL.9M.3Y2Y,RATES.MIDCURVES,USD_SOFR,OPT_STR,VOL,9M
RATES.MIDCURVES.USD_SOFR.OPT_STR.VOL.9M.3Y3Y,RATES.MIDCURVES,USD_SOFR,OPT_STR,VOL,9M
RATES.MIDCURVES.USD_SOFR.OPT_STR.VOL.9M.5Y5Y,RATES.MIDCURVES,USD_SOFR,OPT_STR,VOL,9M
RATES.OIS.AUD_AONIA.FWD.10Y.10Y,RATES.OIS,AUD_AONIA,FWD,10Y,10Y
RATES.OIS.AUD_AONIA.FWD.10Y.15Y,RATES.OIS,AUD_AONIA,FWD,10Y,15Y
RATES.OIS.AUD_AONIA.FWD.10Y.1Y,RATES.OIS,AUD_AONIA,FWD,10Y,1Y
RATES.OIS.AUD_AONIA.FWD.10Y.20Y,RATES.OIS,AUD_AONIA,FWD,10Y,20Y
RATES.OIS.AUD_AONIA.FWD.10Y.2Y,RATES.OIS,AUD_AONIA,FWD,10Y,2Y
RATES.OIS.AUD_AONIA.FWD.10Y.3Y,RATES.OIS,AUD_AONIA,FWD,10Y,3Y
RATES.OIS.AUD_AONIA.FWD.10Y.5Y,RATES.OIS,AUD_AONIA,FWD,10Y,5Y
RATES.OIS.AUD_AONIA.FWD.11Y.1Y,RATES.OIS,AUD_AONIA,FWD,11Y,1Y
RATES.OIS.AUD_AONIA.FWD.11Y.4Y,RATES.OIS,AUD_AONIA,FWD,11Y,4Y
RATES.OIS.AUD_AONIA.FWD.12Y.1Y,RATES.OIS,AUD_AONIA,FWD,12Y,1Y
RATES.OIS.AUD_AONIA.FWD.12Y.3Y,RATES.OIS,AUD_AONIA,FWD,12Y,3Y
RATES.OIS.AUD_AONIA.FWD.13Y.1Y,RATES.OIS,AUD_AONIA,FWD,13Y,1Y
RATES.OIS.AUD_AONIA.FWD.13Y.7Y,RATES.OIS,AUD_AONIA,FWD,13Y,7Y
RATES.OIS.AUD_AONIA.FWD.14Y.1Y,RATES.OIS,AUD_AONIA,FWD,14Y,1Y
RATES.OIS.AUD_AONIA.FWD.15Y.10Y,RATES.OIS,AUD_AONIA,FWD,15Y,10Y
RATES.OIS.AUD_AONIA.FWD.15Y.15Y,RATES.OIS,AUD_AONIA,FWD,15Y,15Y
RATES.OIS.AUD_AONIA.FWD.15Y.1Y,RATES.OIS,AUD_AONIA,FWD,15Y,1Y
RATES.OIS.AUD_AONIA.FWD.15Y.20Y,RATES.OIS,AUD_AONIA,FWD,15Y,20Y
RATES.OIS.AUD_AONIA.FWD.15Y.2Y,RATES.OIS,AUD_AONIA,FWD,15Y,2Y
RATES.OIS.AUD_AONIA.FWD.15Y.5Y,RATES.OIS,AUD_AONIA,FWD,15Y,5Y
RATES.OIS.AUD_AONIA.FWD.16Y.1Y,RATES.OIS,AUD_AONIA,FWD,16Y,1Y
RATES.OIS.AUD_AONIA.FWD.16Y.4Y,RATES.OIS,AUD_AONIA,FWD,16Y,4Y
RATES.OIS.AUD_AONIA.FWD.17Y.1Y,RATES.OIS,AUD_AONIA,FWD,17Y,1Y
RATES.OIS.AUD_AONIA.FWD.17Y.3Y,RATES.OIS,AUD_AONIA,FWD,17Y,3Y
RATES.OIS.AUD_AONIA.FWD.18M.1Y,RATES.OIS,AUD_AONIA,FWD,18M,1Y
RATES.OIS.AUD_AONIA.FWD.18M.6M,RATES.OIS,AUD_AONIA,FWD,18M,6M
RATES.OIS.AUD_AONIA.FWD.18Y.1Y,RATES.OIS,AUD_AONIA,FWD,18Y,1Y
RATES.OIS.AUD_AONIA.FWD.19Y.1Y,RATES.OIS,AUD_AONIA,FWD,19Y,1Y
RATES.OIS.AUD_AONIA.FWD.1Y.10Y,RATES.OIS,AUD_AONIA,FWD,1Y,10Y
RATES.OIS.AUD_AONIA.FWD.1Y.15Y,RATES.OIS,AUD_AONIA,FWD,1Y,15Y
RATES.OIS.AUD_AONIA.FWD.1Y.1Y,RATES.OIS,AUD_AONIA,FWD,1Y,1Y
RATES.OIS.AUD_AONIA.FWD.1Y.20Y,RATES.OIS,AUD_AONIA,FWD,1Y,20Y
RATES.OIS.AUD_AONIA.FWD.1Y.2Y,RATES.OIS,AUD_AONIA,FWD,1Y,2Y
RATES.OIS.AUD_AONIA.FWD.1Y.3M,RATES.OIS,AUD_AONIA,FWD,1Y,3M
RATES.OIS.AUD_AONIA.FWD.1Y.3Y,RATES.OIS,AUD_AONIA,FWD,1Y,3Y
RATES.OIS.AUD_AONIA.FWD.1Y.4Y,RATES.OIS,AUD_AONIA,FWD,1Y,4Y
RATES.OIS.AUD_AONIA.FWD.1Y.5Y,RATES.OIS,AUD_AONIA,FWD,1Y,5Y
RATES.OIS.AUD_AONIA.FWD.1Y.6M,RATES.OIS,AUD_AONIA,FWD,1Y,6M
RATES.OIS.AUD_AONIA.FWD.1Y.7Y,RATES.OIS,AUD_AONIA,FWD,1Y,7Y
RATES.OIS.AUD_AONIA.FWD.20Y.10Y,RATES.OIS,AUD_AONIA,FWD,20Y,10Y
RATES.OIS.AUD_AONIA.FWD.20Y.15Y,RATES.OIS,AUD_AONIA,FWD,20Y,15Y
RATES.OIS.AUD_AONIA.FWD.20Y.1Y,RATES.OIS,AUD_AONIA,FWD,20Y,1Y
RATES.OIS.AUD_AONIA.FWD.20Y.20Y,RATES.OIS,AUD_AONIA,FWD,20Y,20Y
RATES.OIS.AUD_AONIA.FWD.20Y.5Y,RATES.OIS,AUD_AONIA,FWD,20Y,5Y
RATES.OIS.AUD_AONIA.FWD.25Y.10Y,RATES.OIS,AUD_AONIA,FWD,25Y,10Y
RATES.OIS.AUD_AONIA.FWD.25Y.1Y,RATES.OIS,AUD_AONIA,FWD,25Y,1Y
RATES.OIS.AUD_AONIA.FWD.25Y.5Y,RATES.OIS,AUD_AONIA,FWD,25Y,5Y
RATES.OIS.AUD_AONIA.FWD.2Y.10Y,RATES.OIS,AUD_AONIA,FWD,2Y,10Y
RATES.OIS.AUD_AONIA.FWD.2Y.1Y,RATES.OIS,AUD_AONIA,FWD,2Y,1Y
RATES.OIS.AUD_AONIA.FWD.2Y.2Y,RATES.OIS,AUD_AONIA,FWD,2Y,2Y
RATES.OIS.AUD_AONIA.FWD.2Y.3Y,RATES.OIS,AUD_AONIA,FWD,2Y,3Y
RATES.OIS.AUD_AONIA.FWD.2Y.4Y,RATES.OIS,AUD_AONIA,FWD,2Y,4Y
RATES.OIS.AUD_AONIA.FWD.2Y.5Y,RATES.OIS,AUD_AONIA,FWD,2Y,5Y
RATES.OIS.AUD_AONIA.FWD.2Y.7Y,RATES.OIS,AUD_AONIA,FWD,2Y,7Y
RATES.OIS.AUD_AONIA.FWD.30Y.10Y,RATES.OIS,AUD_AONIA,FWD,30Y,10Y
RATES.OIS.AUD_AONIA.FWD.30Y.1Y,RATES.OIS,AUD_AONIA,FWD,30Y,1Y
RATES.OIS.AUD_AONIA.FWD.30Y.5Y,RATES.OIS,AUD_AONIA,FWD,30Y,5Y
RATES.OIS.AUD_AONIA.FWD.35Y.1Y,RATES.OIS,AUD_AONIA,FWD,35Y,1Y
RATES.OIS.AUD_AONIA.FWD.3M.10Y,RATES.OIS,AUD_AONIA,FWD,3M,10Y
RATES.OIS.AUD_AONIA.FWD.3M.15Y,RATES.OIS,AUD_AONIA,FWD,3M,15Y
RATES.OIS.AUD_AONIA.FWD.3M.1Y,RATES.OIS,AUD_AONIA,FWD,3M,1Y
RATES.OIS.AUD_AONIA.FWD.3M.20Y,RATES.OIS,AUD_AONIA,FWD,3M,20Y
RATES.OIS.AUD_AONIA.FWD.3M.2Y,RATES.OIS,AUD_AONIA,FWD,3M,2Y
RATES.OIS.AUD_AONIA.FWD.3M.3M,RATES.OIS,AUD_AONIA,FWD,3M,3M
RATES.OIS.AUD_AONIA.FWD.3M.3Y,RATES.OIS,AUD_AONIA,FWD,3M,3Y
RATES.OIS.AUD_AONIA.FWD.3M.4Y,RATES.OIS,AUD_AONIA,FWD,3M,4Y
RATES.OIS.AUD_AONIA.FWD.3M.5Y,RATES.OIS,AUD_AONIA,FWD,3M,5Y
RATES.OIS.AUD_AONIA.FWD.3M.6M,RATES.OIS,AUD_AONIA,FWD,3M,6M
RATES.OIS.AUD_AONIA.FWD.3M.7Y,RATES.OIS,AUD_AONIA,FWD,3M,7Y
RATES.OIS.AUD_AONIA.FWD.3Y.1Y,RATES.OIS,AUD_AONIA,FWD,3Y,1Y
RATES.OIS.AUD_AONIA.FWD.3Y.2Y,RATES.OIS,AUD_AONIA,FWD,3Y,2Y
RATES.OIS.AUD_AONIA.FWD.3Y.3Y,RATES.OIS,AUD_AONIA,FWD,3Y,3Y
RATES.OIS.AUD_AONIA.FWD.3Y.4Y,RATES.OIS,AUD_AONIA,FWD,3Y,4Y
RATES.OIS.AUD_AONIA.FWD.3Y.5Y,RATES.OIS,AUD_AONIA,FWD,3Y,5Y
RATES.OIS.AUD_AONIA.FWD.3Y.7Y,RATES.OIS,AUD_AONIA,FWD,3Y,7Y
RATES.OIS.AUD_AONIA.FWD.40Y.1Y,RATES.OIS,AUD_AONIA,FWD,40Y,1Y
RATES.OIS.AUD_AONIA.FWD.45Y.1Y,RATES.OIS,AUD_AONIA,FWD,45Y,1Y
RATES.OIS.AUD_AONIA.FWD.4Y.1Y,RATES.OIS,AUD_AONIA,FWD,4Y,1Y
RATES.OIS.AUD_AONIA.FWD.4Y.2Y,RATES.OIS,AUD_AONIA,FWD,4Y,2Y
RATES.OIS.AUD_AONIA.FWD.4Y.3Y,RATES.OIS,AUD_AONIA,FWD,4Y,3Y
RATES.OIS.AUD_AONIA.FWD.4Y.4Y,RATES.OIS,AUD_AONIA,FWD,4Y,4Y
RATES.OIS.AUD_AONIA.FWD.4Y.5Y,RATES.OIS,AUD_AONIA,FWD,4Y,5Y
RATES.OIS.AUD_AONIA.FWD.50Y.1Y,RATES.OIS,AUD_AONIA,FWD,50Y,1Y
RATES.OIS.AUD_AONIA.FWD.5Y.10Y,RATES.OIS,AUD_AONIA,FWD,5Y,10Y
RATES.OIS.AUD_AONIA.FWD.5Y.15Y,RATES.OIS,AUD_AONIA,FWD,5Y,15Y
RATES.OIS.AUD_AONIA.FWD.5Y.1Y,RATES.OIS,AUD_AONIA,FWD,5Y,1Y
RATES.OIS.AUD_AONIA.FWD.5Y.20Y,RATES.OIS,AUD_AONIA,FWD,5Y,20Y
RATES.OIS.AUD_AONIA.FWD.5Y.2Y,RATES.OIS,AUD_AONIA,FWD,5Y,2Y
RATES.OIS.AUD_AONIA.FWD.5Y.3Y,RATES.OIS,AUD_AONIA,FWD,5Y,3Y
RATES.OIS.AUD_AONIA.FWD.5Y.4Y,RATES.OIS,AUD_AONIA,FWD,5Y,4Y
RATES.OIS.AUD_AONIA.FWD.5Y.5Y,RATES.OIS,AUD_AONIA,FWD,5Y,5Y
RATES.OIS.AUD_AONIA.FWD.5Y.7Y,RATES.OIS,AUD_AONIA,FWD,5Y,7Y
RATES.OIS.AUD_AONIA.FWD.6M.10Y,RATES.OIS,AUD_AONIA,FWD,6M,10Y
RATES.OIS.AUD_AONIA.FWD.6M.1Y,RATES.OIS,AUD_AONIA,FWD,6M,1Y
RATES.OIS.AUD_AONIA.FWD.6M.2Y,RATES.OIS,AUD_AONIA,FWD,6M,2Y
RATES.OIS.AUD_AONIA.FWD.6M.3M,RATES.OIS,AUD_AONIA,FWD,6M,3M
RATES.OIS.AUD_AONIA.FWD.6M.3Y,RATES.OIS,AUD_AONIA,FWD,6M,3Y
RATES.OIS.AUD_AONIA.FWD.6M.4Y,RATES.OIS,AUD_AONIA,FWD,6M,4Y
RATES.OIS.AUD_AONIA.FWD.6M.5Y,RATES.OIS,AUD_AONIA,FWD,6M,5Y
RATES.OIS.AUD_AONIA.FWD.6M.6M,RATES.OIS,AUD_AONIA,FWD,6M,6M
RATES.OIS.AUD_AONIA.FWD.6M.7Y,RATES.OIS,AUD_AONIA,FWD,6M,7Y
RATES.OIS.AUD_AONIA.FWD.6Y.1Y,RATES.OIS,AUD_AONIA,FWD,6Y,1Y
RATES.OIS.AUD_AONIA.FWD.6Y.2Y,RATES.OIS,AUD_AONIA,FWD,6Y,2Y
RATES.OIS.AUD_AONIA.FWD.6Y.3Y,RATES.OIS,AUD_AONIA,FWD,6Y,3Y
RATES.OIS.AUD_AONIA.FWD.6Y.4Y,RATES.OIS,AUD_AONIA,FWD,6Y,4Y
RATES.OIS.AUD_AONIA.FWD.7Y.1Y,RATES.OIS,AUD_AONIA,FWD,7Y,1Y
RATES.OIS.AUD_AONIA.FWD.7Y.2Y,RATES.OIS,AUD_AONIA,FWD,7Y,2Y
RATES.OIS.AUD_AONIA.FWD.7Y.3Y,RATES.OIS,AUD_AONIA,FWD,7Y,3Y
RATES.OIS.AUD_AONIA.FWD.7Y.5Y,RATES.OIS,AUD_AONIA,FWD,7Y,5Y
RATES.OIS.AUD_AONIA.FWD.7Y.7Y,RATES.OIS,AUD_AONIA,FWD,7Y,7Y
RATES.OIS.AUD_AONIA.FWD.8Y.1Y,RATES.OIS,AUD_AONIA,FWD,8Y,1Y
RATES.OIS.AUD_AONIA.FWD.8Y.2Y,RATES.OIS,AUD_AONIA,FWD,8Y,2Y
RATES.OIS.AUD_AONIA.FWD.8Y.7Y,RATES.OIS,AUD_AONIA,FWD,8Y,7Y
RATES.OIS.AUD_AONIA.FWD.9M.1Y,RATES.OIS,AUD_AONIA,FWD,9M,1Y
RATES.OIS.AUD_AONIA.FWD.9M.6M,RATES.OIS,AUD_AONIA,FWD,9M,6M
RATES.OIS.AUD_AONIA.FWD.9Y.1Y,RATES.OIS,AUD_AONIA,FWD,9Y,1Y
RATES.OIS.AUD_AONIA.FWD.9Y.2Y,RATES.OIS,AUD_AONIA,FWD,9Y,2Y
RATES.OIS.AUD_AONIA.PAR.10Y,RATES.OIS,AUD_AONIA,PAR,10Y,
RATES.OIS.AUD_AONIA.PAR.12Y,RATES.OIS,AUD_AONIA,PAR,12Y,
RATES.OIS.AUD_AONIA.PAR.15Y,RATES.OIS,AUD_AONIA,PAR,15Y,
RATES.OIS.AUD_AONIA.PAR.1Y,RATES.OIS,AUD_AONIA,PAR,1Y,
RATES.OIS.AUD_AONIA.PAR.20Y,RATES.OIS,AUD_AONIA,PAR,20Y,
RATES.OIS.AUD_AONIA.PAR.25Y,RATES.OIS,AUD_AONIA,PAR,25Y,
RATES.OIS.AUD_AONIA.PAR.2Y,RATES.OIS,AUD_AONIA,PAR,2Y,
RATES.OIS.AUD_AONIA.PAR.30Y,RATES.OIS,AUD_AONIA,PAR,30Y,
RATES.OIS.AUD_AONIA.PAR.3Y,RATES.OIS,AUD_AONIA,PAR,3Y,
RATES.OIS.AUD_AONIA.PAR.40Y,RATES.OIS,AUD_AONIA,PAR,40Y,
RATES.OIS.AUD_AONIA.PAR.4Y,RATES.OIS,AUD_AONIA,PAR,4Y,
RATES.OIS.AUD_AONIA.PAR.5Y,RATES.OIS,AUD_AONIA,PAR,5Y,
RATES.OIS.AUD_AONIA.PAR.6M,RATES.OIS,AUD_AONIA,PAR,6M,
RATES.OIS.AUD_AONIA.PAR.6Y,RATES.OIS,AUD_AONIA,PAR,6Y,
RATES.OIS.AUD_AONIA.PAR.7Y,RATES.OIS,AUD_AONIA,PAR,7Y,
RATES.OIS.AUD_AONIA.PAR.8Y,RATES.OIS,AUD_AONIA,PAR,8Y,
RATES.OIS.AUD_AONIA.PAR.9Y,RATES.OIS,AUD_AONIA,PAR,9Y,
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.10Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.10Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.10Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.15Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.15Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.15Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.1Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.1Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.1Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.20Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.20Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.20Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.2Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.2Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.2Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.3Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.3Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.3Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.5Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.5Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.10Y.5Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,10Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.11Y.1Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,11Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.11Y.1Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,11Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.11Y.1Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,11Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.11Y.4Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,11Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.11Y.4Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,11Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.11Y.4Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,11Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.12Y.1Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,12Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.12Y.1Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,12Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.12Y.1Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,12Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.12Y.3Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,12Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.12Y.3Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,12Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.12Y.3Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,12Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.13Y.1Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,13Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.13Y.1Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,13Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.13Y.1Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,13Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.13Y.7Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,13Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.13Y.7Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,13Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.13Y.7Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,13Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.14Y.1Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,14Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.14Y.1Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,14Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.14Y.1Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,14Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.10Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.10Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.10Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.15Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.15Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.15Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.1Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.1Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.1Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.20Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.20Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.20Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.2Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.2Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.2Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.5Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.5Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.15Y.5Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,15Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.16Y.1Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,16Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.16Y.1Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,16Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.16Y.1Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,16Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.16Y.4Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,16Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.16Y.4Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,16Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.16Y.4Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,16Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.17Y.1Y.CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,17Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.17Y.1Y.ROLL,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,17Y
RATES.OIS.AUD_AONIA.ROLL_CARRY.3M.17Y.1Y.TOTAL_CARRY,RATES.OIS,AUD_AONIA,ROLL_CARRY,3M,17Y
